carrier,technology,scenario,year,region,unit,value
heat,chp_biofuel_extraction,climate_neutrality,2050,DNK,twh,0.00021346476389280588
heat,chp_biofuel_extraction,climate_neutrality,2050,ESP,twh,0.0001747157174418367
heat,chp_biofuel_extraction,climate_neutrality,2050,EST,twh,0.007218973894121642
heat,chp_biofuel_extraction,climate_neutrality,2050,FIN,twh,0.021564620502409825
heat,chp_biofuel_extraction,climate_neutrality,2050,FRA,twh,0.029089921930841076
heat,chp_biofuel_extraction,climate_neutrality,2050,GBR,twh,7.207702750607455e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,GRC,twh,0.003236729546233077
heat,chp_biofuel_extraction,climate_neutrality,2050,HRV,twh,0.004366811165775883
heat,chp_biofuel_extraction,climate_neutrality,2050,HUN,twh,0.01698308368802239
heat,chp_biofuel_extraction,climate_neutrality,2050,IRL,twh,2.8580956596615892e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,ITA,twh,0.022455617298955757
heat,chp_biofuel_extraction,climate_neutrality,2050,LTU,twh,0.006910128053619237
heat,chp_biofuel_extraction,climate_neutrality,2050,LUX,twh,0.0005597547192172285
heat,chp_biofuel_extraction,climate_neutrality,2050,LVA,twh,0.009585009988275573
heat,chp_biofuel_extraction,climate_neutrality,2050,NLD,twh,0.0019829609316151246
heat,chp_biofuel_extraction,climate_neutrality,2050,POL,twh,0.04511386820142324
heat,chp_biofuel_extraction,climate_neutrality,2050,PRT,twh,1.772213462045304e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,ROU,twh,0.03259055646280533
heat,chp_biofuel_extraction,climate_neutrality,2050,SVK,twh,0.008042698325864812
heat,chp_biofuel_extraction,climate_neutrality,2050,SVN,twh,0.005629296180627901
heat,chp_biofuel_extraction,climate_neutrality,2050,SWE,twh,0.02849979844111111
electricity,chp_wte_back_pressure,climate_neutrality,2050,AUT,twh,0.0003495752298320689
electricity,chp_wte_back_pressure,climate_neutrality,2050,BEL,twh,0.0005112919913583468
electricity,chp_wte_back_pressure,climate_neutrality,2050,CZE,twh,7.190384861940862e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,DEU,twh,0.003562183400722165
electricity,chp_wte_back_pressure,climate_neutrality,2050,DNK,twh,0.0005210129707851916
electricity,chp_wte_back_pressure,climate_neutrality,2050,ESP,twh,0.00027208791193979555
electricity,chp_wte_back_pressure,climate_neutrality,2050,EST,twh,2.717398867023911e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,FIN,twh,0.0002722510049728683
electricity,chp_wte_back_pressure,climate_neutrality,2050,FRA,twh,0.0014335327954885402
electricity,chp_wte_back_pressure,climate_neutrality,2050,GBR,twh,0.0011682355370412384
electricity,chp_wte_back_pressure,climate_neutrality,2050,GRC,twh,1.975801134151002e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,HUN,twh,0.00010267133800964453
electricity,chp_wte_back_pressure,climate_neutrality,2050,IRL,twh,3.0383139287866208e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,ITA,twh,0.0010398952375496706
electricity,chp_wte_back_pressure,climate_neutrality,2050,LTU,twh,4.137732782814668e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,LUX,twh,1.9871235470834302e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,NLD,twh,0.0010476055322016255
electricity,chp_wte_back_pressure,climate_neutrality,2050,POL,twh,6.74429700919285e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,PRT,twh,0.00012953271040968794
electricity,chp_wte_back_pressure,climate_neutrality,2050,ROU,twh,1.5813703995556328e-06
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVK,twh,2.1335991513798665e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVN,twh,5.259898652446751e-06
electricity,chp_wte_back_pressure,climate_neutrality,2050,SWE,twh,0.0009371966801844586
heat,chp_wte_back_pressure,climate_neutrality,2050,AUT,twh,0.00022503413331877983
heat,chp_wte_back_pressure,climate_neutrality,2050,BEL,twh,0.00032982408338982444
heat,chp_wte_back_pressure,climate_neutrality,2050,CZE,twh,4.6388137801061344e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,DEU,twh,0.002297287500367594
heat,chp_wte_back_pressure,climate_neutrality,2050,DNK,twh,0.0003360661669091931
heat,chp_wte_back_pressure,climate_neutrality,2050,ESP,twh,0.0001752352822386736
heat,chp_wte_back_pressure,climate_neutrality,2050,EST,twh,1.7531179121983066e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,FIN,twh,0.00017543879047093362
heat,chp_wte_back_pressure,climate_neutrality,2050,FRA,twh,0.0009240498084064928
heat,chp_wte_back_pressure,climate_neutrality,2050,GBR,twh,0.0007533665894555391
heat,chp_wte_back_pressure,climate_neutrality,2050,GRC,twh,1.2748425677403967e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,HUN,twh,6.62396507396304e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,IRL,twh,1.959812427788521e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,ITA,twh,0.0006707345294606292
heat,chp_wte_back_pressure,climate_neutrality,2050,LTU,twh,2.669218749916663e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,LUX,twh,1.2816955221607392e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,NLD,twh,0.0006758359146114624
heat,chp_wte_back_pressure,climate_neutrality,2050,POL,twh,4.345239205943862e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,PRT,twh,8.354805966114706e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,ROU,twh,9.078836788889543e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,SVK,twh,1.3764970796726472e-05
heat,chp_wte_back_pressure,climate_neutrality,2050,SVN,twh,3.3841273449825692e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,SWE,twh,0.0005468948788791346
