carrier,technology,scenario,year,region,unit,value
electricity,chp_wte_back_pressure,climate_neutrality,2050,IRL,billion_2015eur,0.025837015385443397
electricity,chp_wte_back_pressure,climate_neutrality,2050,ITA,billion_2015eur,0.8841821476643551
electricity,chp_wte_back_pressure,climate_neutrality,2050,LTU,billion_2015eur,0.035185360694239
electricity,chp_wte_back_pressure,climate_neutrality,2050,LUX,billion_2015eur,0.016900918374938408
electricity,chp_wte_back_pressure,climate_neutrality,2050,NLD,billion_2015eur,0.890701003331253
electricity,chp_wte_back_pressure,climate_neutrality,2050,POL,billion_2015eur,0.057365388199969274
electricity,chp_wte_back_pressure,climate_neutrality,2050,PRT,billion_2015eur,0.1101395295395662
electricity,chp_wte_back_pressure,climate_neutrality,2050,ROU,billion_2015eur,0.001363729154578267
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVK,billion_2015eur,0.018145483838329278
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVN,billion_2015eur,0.004478431297853599
electricity,chp_wte_back_pressure,climate_neutrality,2050,SWE,billion_2015eur,0.796846641243004
heat,chp_wte_back_pressure,climate_neutrality,2050,AUT,billion_2015eur,0.29723072107215226
heat,chp_wte_back_pressure,climate_neutrality,2050,BEL,billion_2015eur,0.4347164710373964
heat,chp_wte_back_pressure,climate_neutrality,2050,CZE,billion_2015eur,0.06114329231324915
heat,chp_wte_back_pressure,climate_neutrality,2050,DEU,billion_2015eur,3.028680431103332
heat,chp_wte_back_pressure,climate_neutrality,2050,DNK,billion_2015eur,0.442988535971666
heat,chp_wte_back_pressure,climate_neutrality,2050,ESP,billion_2015eur,0.2313836712357196
heat,chp_wte_back_pressure,climate_neutrality,2050,EST,billion_2015eur,0.023109799212688194
heat,chp_wte_back_pressure,climate_neutrality,2050,FIN,billion_2015eur,0.23148454369811125
heat,chp_wte_back_pressure,climate_neutrality,2050,FRA,billion_2015eur,1.2189123405782738
heat,chp_wte_back_pressure,climate_neutrality,2050,GBR,billion_2015eur,0.993295996509563
heat,chp_wte_back_pressure,climate_neutrality,2050,GRC,billion_2015eur,0.01681062605891228
heat,chp_wte_back_pressure,climate_neutrality,2050,HUN,billion_2015eur,0.08729810695443202
heat,chp_wte_back_pressure,climate_neutrality,2050,IRL,billion_2015eur,0.025837015385443397
heat,chp_wte_back_pressure,climate_neutrality,2050,ITA,billion_2015eur,0.8841821476643551
heat,chp_wte_back_pressure,climate_neutrality,2050,LTU,billion_2015eur,0.035185360694239
heat,chp_wte_back_pressure,climate_neutrality,2050,LUX,billion_2015eur,0.016900918374938408
heat,chp_wte_back_pressure,climate_neutrality,2050,NLD,billion_2015eur,0.890701003331253
heat,chp_wte_back_pressure,climate_neutrality,2050,POL,billion_2015eur,0.057365388199969274
heat,chp_wte_back_pressure,climate_neutrality,2050,PRT,billion_2015eur,0.1101395295395662
heat,chp_wte_back_pressure,climate_neutrality,2050,ROU,billion_2015eur,0.001363729154578267
heat,chp_wte_back_pressure,climate_neutrality,2050,SVK,billion_2015eur,0.018145483838329278
heat,chp_wte_back_pressure,climate_neutrality,2050,SVN,billion_2015eur,0.004478431297853599
heat,chp_wte_back_pressure,climate_neutrality,2050,SWE,billion_2015eur,0.796846641243004
