carrier,technology,scenario,year,region,unit,value
electricity,chp_wte_back_pressure,climate_neutrality,2050,DEU,twh,15.453625796090309
electricity,chp_wte_back_pressure,climate_neutrality,2050,DNK,twh,2.2707609803497664
electricity,chp_wte_back_pressure,climate_neutrality,2050,ESP,twh,1.1620795601956342
electricity,chp_wte_back_pressure,climate_neutrality,2050,EST,twh,0.11756184171143455
electricity,chp_wte_back_pressure,climate_neutrality,2050,FIN,twh,1.1849237656146316
electricity,chp_wte_back_pressure,climate_neutrality,2050,FRA,twh,6.190624417602967
electricity,chp_wte_back_pressure,climate_neutrality,2050,GBR,twh,5.066690557117752
electricity,chp_wte_back_pressure,climate_neutrality,2050,GRC,twh,0.08244486150506283
electricity,chp_wte_back_pressure,climate_neutrality,2050,HUN,twh,0.4408105905698788
electricity,chp_wte_back_pressure,climate_neutrality,2050,IRL,twh,0.12884738151965183
electricity,chp_wte_back_pressure,climate_neutrality,2050,ITA,twh,4.497741328807375
electricity,chp_wte_back_pressure,climate_neutrality,2050,LTU,twh,0.17927406545572594
electricity,chp_wte_back_pressure,climate_neutrality,2050,LUX,twh,0.08464734611782623
electricity,chp_wte_back_pressure,climate_neutrality,2050,NLD,twh,4.544643248104186
electricity,chp_wte_back_pressure,climate_neutrality,2050,POL,twh,0.2846275099270316
electricity,chp_wte_back_pressure,climate_neutrality,2050,PRT,twh,0.5597021765735546
electricity,chp_wte_back_pressure,climate_neutrality,2050,ROU,twh,0.0027210045863614992
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVK,twh,0.09126917047855597
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVN,twh,0.02157848098084196
electricity,chp_wte_back_pressure,climate_neutrality,2050,SWE,twh,4.094163220727039
heat,chp_wte_back_pressure,climate_neutrality,2050,AUT,twh,0.017211581403527625
heat,chp_wte_back_pressure,climate_neutrality,2050,BEL,twh,0.025972288280607585
heat,chp_wte_back_pressure,climate_neutrality,2050,CZE,twh,0.006746314533819965
heat,chp_wte_back_pressure,climate_neutrality,2050,DEU,twh,0.18906535776259992
heat,chp_wte_back_pressure,climate_neutrality,2050,DNK,twh,0.016853368788081795
heat,chp_wte_back_pressure,climate_neutrality,2050,ESP,twh,0.029022922758649174
heat,chp_wte_back_pressure,climate_neutrality,2050,EST,twh,0.0014419992790075124
heat,chp_wte_back_pressure,climate_neutrality,2050,FIN,twh,0.010114046524455134
heat,chp_wte_back_pressure,climate_neutrality,2050,FRA,twh,0.10026104598399634
heat,chp_wte_back_pressure,climate_neutrality,2050,GBR,twh,0.062155807264465596
heat,chp_wte_back_pressure,climate_neutrality,2050,GRC,twh,0.003605250747589151
heat,chp_wte_back_pressure,climate_neutrality,2050,HUN,twh,0.009760332668346652
heat,chp_wte_back_pressure,climate_neutrality,2050,IRL,twh,0.004235632886664937
heat,chp_wte_back_pressure,climate_neutrality,2050,ITA,twh,0.06741914817756431
heat,chp_wte_back_pressure,climate_neutrality,2050,LTU,twh,0.0021064749681420167
heat,chp_wte_back_pressure,climate_neutrality,2050,LUX,twh,0.002266913764646541
heat,chp_wte_back_pressure,climate_neutrality,2050,NLD,twh,0.05609917798924224
heat,chp_wte_back_pressure,climate_neutrality,2050,POL,twh,0.009686143838944327
heat,chp_wte_back_pressure,climate_neutrality,2050,PRT,twh,0.008511290912880446
heat,chp_wte_back_pressure,climate_neutrality,2050,ROU,twh,0.002368264310068902
heat,chp_wte_back_pressure,climate_neutrality,2050,SVK,twh,0.0020756222173633557
heat,chp_wte_back_pressure,climate_neutrality,2050,SVN,twh,0.001143758085349245
heat,chp_wte_back_pressure,climate_neutrality,2050,SWE,twh,0.02064284008700214
