carrier,technology,scenario,year,region,unit,value
electricity,chp_biofuel_extraction,climate_neutrality,2050,SVN,twh,5.323597601141242e-06
electricity,chp_biofuel_extraction,climate_neutrality,2050,SWE,twh,1.0370532744031953e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,AUT,twh,0.004502464392675615
heat,chp_biofuel_extraction,climate_neutrality,2050,BEL,twh,0.0021822841942240926
heat,chp_biofuel_extraction,climate_neutrality,2050,BGR,twh,0.002269341339675175
heat,chp_biofuel_extraction,climate_neutrality,2050,CYP,twh,5.7470029580262615e-06
heat,chp_biofuel_extraction,climate_neutrality,2050,CZE,twh,0.003895074186478818
heat,chp_biofuel_extraction,climate_neutrality,2050,DEU,twh,0.01644605977371504
heat,chp_biofuel_extraction,climate_neutrality,2050,DNK,twh,5.2384836528193305e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,ESP,twh,7.535549308488435e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,EST,twh,0.002064270624786799
heat,chp_biofuel_extraction,climate_neutrality,2050,FIN,twh,0.007045097019685568
heat,chp_biofuel_extraction,climate_neutrality,2050,FRA,twh,0.007608019016101223
heat,chp_biofuel_extraction,climate_neutrality,2050,GBR,twh,3.734660766599504e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,GRC,twh,0.0005731697866617855
heat,chp_biofuel_extraction,climate_neutrality,2050,HRV,twh,0.0007325269754525393
heat,chp_biofuel_extraction,climate_neutrality,2050,HUN,twh,0.002146615311335964
heat,chp_biofuel_extraction,climate_neutrality,2050,IRL,twh,2.3000525231527812e-05
heat,chp_biofuel_extraction,climate_neutrality,2050,ITA,twh,0.00522785955953795
heat,chp_biofuel_extraction,climate_neutrality,2050,LTU,twh,0.002086592089508211
heat,chp_biofuel_extraction,climate_neutrality,2050,LUX,twh,0.00013746828635172154
heat,chp_biofuel_extraction,climate_neutrality,2050,LVA,twh,0.0028415648668016834
heat,chp_biofuel_extraction,climate_neutrality,2050,NLD,twh,0.00044072542161018903
heat,chp_biofuel_extraction,climate_neutrality,2050,POL,twh,0.007588969394427027
heat,chp_biofuel_extraction,climate_neutrality,2050,PRT,twh,8.962986494043925e-06
heat,chp_biofuel_extraction,climate_neutrality,2050,ROU,twh,0.005209383812639082
heat,chp_biofuel_extraction,climate_neutrality,2050,SVK,twh,0.001593773197158643
heat,chp_biofuel_extraction,climate_neutrality,2050,SVN,twh,0.0012438631969204248
heat,chp_biofuel_extraction,climate_neutrality,2050,SWE,twh,0.00833744801478486
electricity,chp_wte_back_pressure,climate_neutrality,2050,AUT,twh,0.00034887816139168046
electricity,chp_wte_back_pressure,climate_neutrality,2050,BEL,twh,0.0005110453670880525
electricity,chp_wte_back_pressure,climate_neutrality,2050,CZE,twh,7.146950884238644e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,DEU,twh,0.0035604902495605445
electricity,chp_wte_back_pressure,climate_neutrality,2050,DNK,twh,0.000520559839217342
electricity,chp_wte_back_pressure,climate_neutrality,2050,ESP,twh,0.0002699427254972509
electricity,chp_wte_back_pressure,climate_neutrality,2050,EST,twh,2.697578215183492e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,FIN,twh,0.0002717999064962292
electricity,chp_wte_back_pressure,climate_neutrality,2050,FRA,twh,0.001430127747700546
electricity,chp_wte_back_pressure,climate_neutrality,2050,GBR,twh,0.0011668892557964476
electricity,chp_wte_back_pressure,climate_neutrality,2050,GRC,twh,1.9404487806818003e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,HUN,twh,0.00010242976802765859
electricity,chp_wte_back_pressure,climate_neutrality,2050,IRL,twh,3.0192818733432008e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,ITA,twh,0.0010385212218731647
electricity,chp_wte_back_pressure,climate_neutrality,2050,LTU,twh,4.1160175262022836e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,LUX,twh,1.967571060647002e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,NLD,twh,0.0010473663273197103
electricity,chp_wte_back_pressure,climate_neutrality,2050,POL,twh,6.648215190251558e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,PRT,twh,0.0001290910867250725
electricity,chp_wte_back_pressure,climate_neutrality,2050,ROU,twh,6.684422177520928e-07
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVK,twh,2.1137623674442133e-05
electricity,chp_wte_back_pressure,climate_neutrality,2050,SVN,twh,5.07877373739287e-06
electricity,chp_wte_back_pressure,climate_neutrality,2050,SWE,twh,0.0009363037886076311
heat,chp_wte_back_pressure,climate_neutrality,2050,AUT,twh,1.3256857543798575e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,BEL,twh,5.569627118112535e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,CZE,twh,7.20979710138613e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,DEU,twh,3.894120384744135e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,DNK,twh,9.09991011231024e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,ESP,twh,2.8299289109422672e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,EST,twh,3.247853976491673e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,FIN,twh,8.7208264311393e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,FRA,twh,5.973501619343839e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,GBR,twh,2.8183683682736425e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,GRC,twh,4.7131839120444024e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,HUN,twh,4.5106975315214303e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,IRL,twh,3.4209354224955544e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,ITA,twh,2.4132439581855435e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,LTU,twh,3.892372039948488e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,LUX,twh,3.3184847493511476e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,NLD,twh,5.672768006076885e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,POL,twh,1.5832375967175605e-06
heat,chp_wte_back_pressure,climate_neutrality,2050,PRT,twh,6.474610790486869e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,ROU,twh,5.279145430336948e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,SVK,twh,2.9919525920918843e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,SVN,twh,2.66177117792893e-07
heat,chp_wte_back_pressure,climate_neutrality,2050,SWE,twh,1.7011178905197475e-06
